"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"2","1.737874783","0.0.0.0","255.255.255.255","MNDP","159","5678  >  5678 Len=117"
"3","1.737908376","Routerbo_1c:8e:13","CDP/VTP/DTP/PAgP/UDLD","CDP","93","Device ID: MikroTik  Port ID: bridgeY0  "
"4","1.737954750","Routerbo_1c:8e:13","LLDP_Multicast","LLDP","110","TTL = 120 System Name = MikroTik System Description = MikroTik RouterOS 6.43.16 (long-term) CRS326-24G-2S+ "
"5","2.002194919","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"6","4.004418148","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"7","6.006622478","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"8","8.008839193","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"9","10.010185024","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"10","12.002859360","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=1/256, ttl=64 (reply in 11)"
"11","12.002994362","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=1/256, ttl=64 (request in 10)"
"12","12.012381534","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"13","13.027891862","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=2/512, ttl=64 (reply in 14)"
"14","13.028021066","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=2/512, ttl=64 (request in 13)"
"15","14.014596156","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"16","14.051893003","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=3/768, ttl=64 (reply in 17)"
"17","14.052007053","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=3/768, ttl=64 (request in 16)"
"18","15.075893978","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=4/1024, ttl=64 (reply in 19)"
"19","15.075994129","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=4/1024, ttl=64 (request in 18)"
"20","16.016807169","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"21","16.099892341","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=5/1280, ttl=64 (reply in 22)"
"22","16.099990327","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=5/1280, ttl=64 (request in 21)"
"23","17.123892771","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=6/1536, ttl=64 (reply in 24)"
"24","17.123993202","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=6/1536, ttl=64 (request in 23)"
"25","17.142742547","Kye_25:24:5b","Netronix_71:74:10","ARP","60","Who has 172.16.50.1? Tell 172.16.50.254"
"26","17.142752465","Netronix_71:74:10","Kye_25:24:5b","ARP","42","172.16.50.1 is at 00:08:54:71:74:10"
"27","17.187857121","Netronix_71:74:10","Kye_25:24:5b","ARP","42","Who has 172.16.50.254? Tell 172.16.50.1"
"28","17.187934643","Kye_25:24:5b","Netronix_71:74:10","ARP","60","172.16.50.254 is at 00:c0:df:25:24:5b"
"29","18.019007378","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"30","18.147881860","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=7/1792, ttl=64 (reply in 31)"
"31","18.148004989","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=7/1792, ttl=64 (request in 30)"
"32","19.171885169","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=8/2048, ttl=64 (reply in 33)"
"33","19.171983085","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=8/2048, ttl=64 (request in 32)"
"34","20.021246091","Routerbo_1c:8e:13","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/c4:ad:34:1c:8e:13  Cost = 0  Port = 0x8001"
"35","20.195892081","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=9/2304, ttl=64 (reply in 36)"
"36","20.195989368","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=9/2304, ttl=64 (request in 35)"
"37","21.219891492","172.16.50.1","172.16.50.254","ICMP","98","Echo (ping) request  id=0x1001, seq=10/2560, ttl=64 (reply in 38)"
"38","21.219991713","172.16.50.254","172.16.50.1","ICMP","98","Echo (ping) reply    id=0x1001, seq=10/2560, ttl=64 (request in 37)"
